Video Title,Published Date,Views,Likes,Comments
YouTube Developers Live: Tips and tricks for troubleshooting your OAuth token,2013-10-23T17:00:16Z,28332,112,6
Root access Berlin #4: Koliseo on SQL vs NoSQL (part 2),2013-10-22T01:49:47Z,3721,27,4
"GDL Weekly with Louis Gray for October 21st, 2013",2013-10-21T17:38:32Z,1287,12,2
La gran final del Developer Bus Buenos Aires (spanish),2013-10-20T00:27:21Z,3586,35,3
Adrenalina y desarrollo en el resumen del Día 1 (spanish),2013-10-19T18:11:23Z,1187,16,2
Escala tus aplicaciones con App Engine. Developer Bus 2013 (spanish),2013-10-19T17:49:47Z,1450,12,0
Aplicaciones más Inteligentes junto a Fierita Catalano Developer Bus 2013 (spanish),2013-10-19T15:07:34Z,1588,8,0
Un lugar en el mundo con maps API Developer Bus 2013 (spanish),2013-10-18T22:00:54Z,839,6,0
Como crear un backend social con G+ Developer Bus 2013 (spanish),2013-10-18T21:22:12Z,855,18,0
"Explorando Android, trabajando con endpoints Developer Bus 2013 (spanish)",2013-10-18T17:58:26Z,2022,12,2
Behind the Map with Sean Maday,2013-10-18T17:52:43Z,986,12,1
"El momento de la nube, persistencia SQLvsNoSQL Developer Bus 2013 (spanish)",2013-10-18T15:19:02Z,817,8,0
Creando la presentación de usuario en el Developer Bus 2013 (spanish),2013-10-17T23:56:36Z,1341,14,3
Una visión desde el cliente con Santiago Do Rego,2013-10-17T20:59:42Z,843,11,0
What In The World - Transforming KML for data integration,2013-10-17T19:05:57Z,4006,25,3
Conocé tu equipo preferido del Developer Bus 2013,2013-10-17T19:02:00Z,652,3,0
¿Porque se eligieron estas ideas innovadoras? Developer Bus 2013 (spanish),2013-10-17T18:05:53Z,1693,13,0
Wallet Objects API; Account Setup,2013-10-17T16:16:32Z,2281,17,3
La adrenalina del desafio Developer Bus 2013 (spanish),2013-10-17T16:16:31Z,1173,14,0
"Demostrando el talento regional, bienvenidos al Developer Bus 2013 (spanish)",2013-10-17T15:03:42Z,1190,9,0
Developer Bus 2013 - Friends -  Silvia Torres Carbonell (spanish),2013-10-16T21:16:16Z,603,5,4
Developer Bus 2013 - Santiago Do Rego - No te lo pierdas! (spanish),2013-10-16T16:37:18Z,6227,9,1
YouTube Developers Live: Troubleshooting the YouTube Analytics API,2013-10-16T15:18:20Z,2091,12,2
Developer Bus 2013 - Paso 2 - Desafio (spanish),2013-10-15T13:11:43Z,1400,10,11
Streaming data into Google BigQuery with special guest Streak,2013-10-15T04:30:07Z,7719,43,2
Root Access: Dos and Don'ts for attracting investors and co-founders to your startup,2013-10-14T23:27:58Z,3332,37,1
Root Access: Does revenue for your startup matter?,2013-10-14T23:12:39Z,1394,21,3
"Root Access: Raising money, with Alex Moore, founder of Baydin",2013-10-14T22:41:41Z,1128,12,0
Becoming a Gopher: a Pythonista learning Go,2013-10-14T17:11:24Z,8669,79,5
"Root Access: Viewer questions, patents, skunk works, safe harbor",2013-10-14T16:57:00Z,887,20,8
"GDL Weekly with Louis Gray October 14th, 2013",2013-10-11T23:23:12Z,2820,36,2
Developer Bus 2013 - Santiago Do Rego - A participar! (spanish),2013-10-11T14:43:58Z,6186,16,1
"Root Access: The hockey stick myth, with Alex Moore, founder of Baydin",2013-10-11T06:19:28Z,3228,24,6
Developer Bus 2013 - Friends - Gonzalo Iglesias (spanish),2013-10-10T22:18:49Z,661,4,0
Developer Bus 2013 - Friends - Mariano Greco (spanish),2013-10-10T22:18:14Z,673,5,1
What's New In Enterprise Maps,2013-10-10T22:09:32Z,1380,16,0
Developer Bus 2013 - Friends - Marta Cruz (spanish),2013-10-09T22:47:58Z,1250,17,2
¿Que propone el Developer Bus 2013? (spanish),2013-10-09T17:14:43Z,3403,22,6
Hands on with Load Balancing on Google Compute Engine,2013-10-09T17:07:39Z,13104,87,5
Developer Bus 2013 - Friends - Daniel Rabinovich (spanish),2013-10-09T17:01:00Z,1726,20,3
Google Summer of Code,2013-10-08T18:53:47Z,41195,327,21
Google Code-in 2013,2013-10-08T18:46:59Z,10097,79,5
Chrome Dev Summit Presents: Eric Bidelman,2013-10-07T21:46:15Z,1726,19,1
Bienvenido al Developer Bus 2013 (spanish),2013-10-07T21:23:17Z,7578,69,16
GDL weekly Oct. 7th 2013,2013-10-07T17:56:01Z,976,13,0
What In The World Places API,2013-10-04T16:39:58Z,4677,41,3
Getting MEAN,2013-10-03T17:16:23Z,102074,393,19
"Google App Engine, explorando la plataforma",2013-10-02T21:59:14Z,5634,51,3
(French) Google Cloud Developer Challenge,2013-10-02T20:34:53Z,13842,27,3
(Arabic)  للمطورين Google Cloud تحدي / Google Cloud Developer Challenge,2013-10-02T20:34:42Z,23424,95,2
(Portuguese) Google Cloud Developer Challenge,2013-10-02T20:34:36Z,24798,48,14
(Spanish) Google Cloud Developer Challenge,2013-10-02T20:34:28Z,38674,54,19
(English) Google Cloud Developer Challenge,2013-10-02T20:34:24Z,71138,179,34
YouTube Developers Live: GitHub Introduction,2013-10-02T17:15:30Z,11477,100,9
"Google Compute Engine Load Balancing, a quick introduction",2013-10-01T23:05:05Z,3722,40,4
Behind the Code: Google Tag Manager for Mobile,2013-10-01T22:52:26Z,10680,53,2
GDL Italia - Google Drive JavaScript API intro,2013-10-01T12:06:36Z,2086,13,1
Data Validation - Apps Script Crash Course,2013-09-30T23:10:04Z,17343,155,11
Cursor & Selection - Apps Script Crash Course,2013-09-30T23:07:04Z,5516,37,3
Chrome Dev Summit Presents: Nat Duca,2013-09-30T21:27:43Z,805,6,1
"GDL Weekly for September 30, 2013",2013-09-30T18:21:26Z,1018,9,0
"Getting started with the Google Maps SDK for iOS, Part 3",2013-09-30T10:35:22Z,7325,21,0
"Getting started with the Google Maps SDK for iOS, Part 2",2013-09-30T10:35:08Z,12157,33,3
"Getting started with the Google Maps SDK for iOS, Part 1",2013-09-30T10:34:56Z,28741,47,8
Root Access: Getting social integration right for your startup,2013-09-30T04:14:25Z,3590,18,4
Root Access: Can startup ideas be stolen?,2013-09-30T01:12:31Z,6874,142,16
Maps Live: Visualizing Correlations: Big Query and Maps,2013-09-27T18:17:58Z,3311,24,3
Spoken Mathematics on the Web,2013-09-26T18:23:57Z,6520,51,3
Chrome Dev Summit Presents: Colt McAnlis,2013-09-26T16:08:02Z,1548,27,3
"Cloud Datastore, almacenando de una forma no relacional",2013-09-25T22:08:50Z,2598,29,0
YouTube Developers Live: Content Discovery in v3,2013-09-25T18:35:04Z,12740,37,26
Getting started with Google Cloud Platform,2013-09-25T17:24:40Z,63013,174,11
Slay'n the Waste Monster by Colt McAnlis (#perfmatters at SFHTML5),2013-09-24T22:17:39Z,36698,505,24
A Rendering Performance Guide for Developers by Paul Lewis (#perfmatters at SFHTML5),2013-09-24T22:16:27Z,20259,254,6
Your browser is talking behind your back by Jake Archibald (#perfmatters at SFHTML5),2013-09-24T22:15:03Z,7852,152,11
Performance Tooling by Paul Irish (#perfmatters at SFHTML5),2013-09-24T22:14:34Z,31727,412,10
"GDL Weekly For September 23, 2013",2013-09-23T19:22:57Z,794,9,1
Root Access: How to build a great user interface,2013-09-23T15:55:54Z,6377,72,2
Maps Live: New Features in the Google Maps Mobile APIs for Android and iOS,2013-09-20T22:12:07Z,19969,120,17
Raw feed for #perfmatters LIVE at SFHTML5,2013-09-20T18:30:51Z,11675,138,0
Root Access: Ownership structure of your startup,2013-09-20T16:16:17Z,13017,186,8
What In The World: GME Layers,2013-09-19T22:49:06Z,1974,11,0
GDL Italia - Dart: la libreria Web UI,2013-09-19T17:00:16Z,1574,29,0
"Extensiones para Chrome, vivir en el navegador",2013-09-18T21:59:44Z,2001,38,1
YouTube Developers Live: Subscribe Button,2013-09-18T17:00:43Z,6986,35,7
Root Access: Reducing user friction and boosting user acquisition,2013-09-16T16:22:24Z,3106,52,2
"GDL Weekly for September 16, 2013",2013-09-14T01:40:43Z,1007,5,0
What is Google Apps Script?,2013-09-13T17:11:26Z,464087,1088,25
Google Wallet- Web & Mortar,2013-09-13T16:56:24Z,13615,104,10
"Maps: The Mobile Experience, Ep.01: Single-handed Place Navigation",2013-09-13T16:32:55Z,4381,24,1
Root Access: How do venture capitalists think?,2013-09-13T16:26:26Z,2688,48,6
Behind the Code: The Google Analytics v3 Mobile SDKs,2013-09-12T17:23:00Z,3975,22,0
Coder: A simple way to make web stuff on Raspberry Pi.,2013-09-12T15:47:03Z,241051,1151,81
[JP 日本語] Chrome+HTML5 Developers Live Japan #8,2013-09-12T12:31:11Z,3432,16,0
"Google Cloud Endpoints, explorando opciones del backend",2013-09-11T22:03:08Z,3960,41,3
YouTube Developers Live: Getting Started with the YouTube API on Cloud Playground,2013-09-11T17:22:23Z,4302,29,0
Mobile Web App And Apps Script - Part 2 (GDL-Israel),2013-09-11T12:31:22Z,5678,25,4
Mobile Web App And Apps Script (GDL-Israel),2013-09-11T08:36:22Z,9744,32,2
Off the Charts: Introduction to the Google Analytics Metadata API,2013-09-11T00:51:48Z,3719,26,1
Google Developers Live: Accessibility MOOC,2013-09-10T13:02:41Z,3246,33,1
"Google Developers Weekly Ep. 04 - September 9, 2013",2013-09-09T19:54:05Z,1051,8,1
Correlation with BigQuery,2013-09-09T17:56:27Z,9450,101,9
Hadoop on Google Compute Engine for Processing Big Data,2013-09-07T01:21:22Z,23613,182,12
Building Games on Google Cloud Platform,2013-09-06T19:34:41Z,13484,105,1
"R/GA, Digital Marketing, and Google Cloud Platform",2013-09-06T19:33:46Z,6796,48,2
Big Data Analytics with Google Cloud Platform,2013-09-06T19:33:07Z,16069,85,1
Benefits of Google Cloud Platform,2013-09-06T19:32:28Z,27898,151,3
Root Access hot trend: Indoor Location Services,2013-09-06T17:58:22Z,3385,23,4
Obtaining a simple API key for use with the YouTube API,2013-09-06T15:03:58Z,110149,196,15
GDL Italia - Template HTML5 e Shadow DOM (parte 2),2013-09-06T12:48:08Z,1221,9,1
[JP 日本語] Chrome+HTML5 Developers Live Japan #7,2013-09-05T12:29:23Z,2965,22,0
"Google Developer Group  - Silicon Valley - Wednesday, September 4, 2013",2013-09-05T03:57:14Z,3367,48,0
"Google Maps API, conectando personas y lugares",2013-09-04T22:13:00Z,2303,34,2
YouTube Developer's Live: Getting HELP with YouTube APIs,2013-09-04T17:34:24Z,13515,32,0
"Google Developers Weekly Ep. 03 - September 4, 2013",2013-09-03T20:14:37Z,1511,21,2
"Root Access: Startup founders who say ""I have a great idea but...""",2013-09-03T16:29:50Z,12675,231,24
GDL Italia - Template HTML5 e Shadow DOM (parte 1),2013-09-03T13:23:31Z,1500,18,0
Root access Berlin #3: Koliseo on SQL vs NoSQL (part 1),2013-09-02T06:07:51Z,4900,55,4
Root Access: How to get funding and launch your startup,2013-08-30T16:21:24Z,12492,206,12
"Google+ Sign-In, simplicidad y seguridad - Enfoque técnico",2013-08-30T10:35:29Z,2004,27,9
"Google+ sign in, simplicidad y seguridad",2013-08-29T22:03:54Z,1323,15,0
Glass: CNN and HTML Pagination,2013-08-29T19:22:38Z,4184,35,6
Google Apps Unscripted - August 2013,2013-08-29T18:49:41Z,4229,27,0
GDL Primetime: Google Transparency Report,2013-08-29T18:06:01Z,1343,21,0
GDL Primetime: Data Liberation,2013-08-28T22:34:49Z,1348,12,0
YouTube Developers Live: YouTube Direct Lite for Android,2013-08-28T17:01:43Z,38024,93,12
NodeJS And Chrome (GDL Israel),2013-08-28T09:08:16Z,4215,32,3
GDL Primetime: Organizational Manipulation,2013-08-27T23:46:39Z,2805,25,0
Glass: Invocation Voice Commands,2013-08-27T21:23:37Z,6148,76,9
UX Design For Developers Live - Integrating Social,2013-08-27T16:53:06Z,3700,0,0
"Google Developers Weekly Ep. 02 - August 26th, 2013",2013-08-26T20:13:39Z,1145,18,1
Root Access: How to create a corporation for your startup,2013-08-26T16:59:52Z,4424,66,4
GDL Italia - Codice nativo Android in app Javascript,2013-08-26T15:17:22Z,1206,7,1
Google Code Jam 2013 Finals in London,2013-08-23T23:04:16Z,23863,173,10
"Root Access: YCombinator and 500 Startups Demo Days, trends and overview",2013-08-23T17:22:20Z,3691,45,3
GDL Primetime Event: Brian Fitzpatrick on Google Developers Live,2013-08-22T22:34:16Z,1206,13,0
YouTube Developers Live: Vidyard,2013-08-21T17:23:59Z,1960,16,0
"APIs, NodeJS and Google Docs (GDL-Israel)",2013-08-21T12:07:51Z,12162,54,1
Google+ Developers Live: Introducing the Google+ Domains API,2013-08-20T21:42:53Z,6456,32,0
Google Drive SDK: Drive/Google+ photos integration,2013-08-20T18:08:03Z,3944,30,5
"Google Developers Weekly Ep. 01 - August 19th, 2013",2013-08-19T23:57:59Z,2056,33,11
Federation Conversation,2013-08-15T17:47:15Z,1826,13,0
Maps Shortcuts: Indoor Maps in the Google Maps SDK for iOS,2013-08-15T17:14:05Z,19626,91,7
"Cloud Platform, el poder de la nube desde el análisis de datos",2013-08-14T22:48:42Z,2375,20,2
"YouTube Developers Live: Storyful, The News Agency of The Social Media Age",2013-08-14T18:01:59Z,1731,21,0
Google Cloud Storage - Getting started with the JavaScript Sample Application,2013-08-14T16:55:22Z,29804,190,16
WebRTC - Wow And How (GDL-Israel),2013-08-14T13:02:44Z,4134,46,4
Google Drive SDK: Collaborator email Addresses,2013-08-13T18:55:15Z,636,10,0
Google+ Developers Live: Adding Google+ to Your Facebook Integration,2013-08-13T18:29:07Z,3030,29,5
Getting started with the Google Mirror API: Java,2013-08-13T18:13:40Z,4719,43,0
Getting started with the Google Mirror API: PHP,2013-08-13T18:13:16Z,4248,45,0
root access Berlin #2: SoundCloud on Reactive Programming,2013-08-12T08:10:33Z,7072,47,1
GDL Italia - Responsive Web Design (parte 3),2013-08-12T08:00:15Z,2508,30,2
Google Drive SDK: Realtime API 와 함께하는 실시간 협업,2013-08-10T01:31:46Z,3960,30,5
Explorando el mundo Android. (Edición especial),2013-08-07T22:14:13Z,2538,55,1
Basic Structure of a Chrome Packaged App,2013-08-07T20:20:37Z,4213,60,2
YouTube Developers Live: Our Favorite Moments,2013-08-07T17:34:31Z,11684,94,10
Google Drive SDK: Cross-client authorization,2013-08-07T17:00:17Z,4048,29,4
Google+ Developers Live: Python Quickstart,2013-08-06T22:21:28Z,3943,44,0
Google Cloud Platform - Greg DeMichillie (GDL-Israel),2013-08-06T10:12:53Z,2788,17,4
GDL Italia - Creare un'app con AngularJS (parte 4),2013-08-05T11:24:49Z,3555,14,12
Google Wallet Integration with Instant Buy,2013-08-02T16:11:43Z,3002,23,2
Custom InfoWindows in Google Maps SDK for iOS,2013-08-01T17:01:00Z,33818,127,31
App Engine at Google - Peter Magnusson Director of Engineering (GDL-Israel),2013-08-01T06:54:40Z,1855,18,2
"Analytics API, el poder de los números",2013-07-31T21:58:04Z,917,17,0
YouTube Developers Live: Live Streaming with RadioLine,2013-07-31T17:26:04Z,2017,17,0
GDL Italia - Creare un'app con AngularJS (parte 3),2013-07-31T14:40:27Z,4546,12,0
What is new in Chrome and Google Cloud? (GDL-Israel),2013-07-31T12:09:10Z,3577,28,0
Google Drive SDK: CORS support,2013-07-30T19:00:07Z,2599,21,3
Google Apps Unscripted - July 2013,2013-07-29T19:09:44Z,4842,22,0
Generating a refresh token for YouTube API calls using the OAuth playground,2013-07-26T21:16:26Z,118919,363,24
Off the Charts: Google Analytics superProxy,2013-07-25T18:28:40Z,23894,67,6
Big Query And App Script (GDL Israel),2013-07-25T06:58:47Z,4544,39,3
Chrome App GDL: Inter-app Messaging in Chrome Apps and Extensions,2013-07-24T20:16:08Z,1862,17,0
YouTube Developers Live: Google+ Identities,2013-07-24T17:59:15Z,11541,36,5
GDL Italia - Creare un'app con AngularJS (parte 2),2013-07-24T13:44:43Z,9685,42,3
[JP 日本語] Chrome+HTML5 Developers Live Japan #6,2013-07-24T12:26:59Z,1579,13,0
Google Drive SDK: 구글 드라이브 SDK로 개발 시작하기,2013-07-23T23:15:13Z,5415,35,10
Google+ Developers Live: Developer Policies,2013-07-23T21:21:38Z,1930,24,0
Google Drive SDK: Realtime API import / export,2013-07-23T18:24:45Z,2190,14,0
Maps Shortcuts: Google Street View in iOS apps,2013-07-23T16:56:37Z,4861,21,2
"UX Design for Developers, Episode 2",2013-07-22T18:20:35Z,8822,89,0
root access Berlin #1: 6Wunderkinder on GO,2013-07-22T17:00:33Z,6540,82,3
Build your mobile app with Google Cloud Platform,2013-07-22T16:54:29Z,311199,2183,130
Chrome Office Hours: Performance,2013-07-19T15:21:48Z,14761,170,1
GDL Italia - Creare un'app con AngularJS (parte 1),2013-07-19T11:12:28Z,21799,96,15
Monte Carlo Simulations with App Script and Compute Engine (GDL-IL),2013-07-17T12:19:42Z,6167,53,1
Maps Live: Google Maps SDK for iOS Version 1.4,2013-07-17T04:58:51Z,15057,69,3
Google Developers Tech Roundup,2013-07-17T01:57:07Z,3340,29,9
Google+ Developers Live: Google+ C#/.NET Quickstart,2013-07-16T21:47:12Z,32592,113,15
Google Drive SDK: Push notifications,2013-07-16T21:21:15Z,6382,68,2
An introduction to Encrypted Media Extensions (EME),2013-07-16T16:39:59Z,23176,140,10
Chrome Office Hours,2013-07-16T16:24:38Z,5165,44,0
Hello Polymer,2013-07-16T14:48:58Z,27434,166,2
GDG Silicon Valley: July Meetup,2013-07-11T04:10:50Z,4611,28,0
YouTube Developers Live: Enabling video uploads for your WordPress blog,2013-07-10T17:46:31Z,4647,46,5
Compute Engine in 5min (GDL-IL),2013-07-10T09:43:03Z,3721,48,2
Google+ Developers Live: Best practices Ep. 3,2013-07-09T21:57:10Z,2297,21,2
GDL Italia - Pubblicare ed editare un sito web con Google Drive,2013-07-09T13:28:14Z,4382,55,6
"Chrome DevTools, la evolución de la Web",2013-07-03T22:18:51Z,2723,26,1
YouTube Developers Live: Instant Video Messaging with Invi,2013-07-03T18:32:23Z,4866,53,1
GDL Italia - Analisi di una applicazione in Dart,2013-07-03T15:42:43Z,1728,29,0
Startups tips (GDL-IL),2013-07-03T13:41:03Z,2804,34,3
Google+ Developers Live: Sign-in Best Practices Episode #2 - Dynamic Scopes,2013-07-02T22:27:53Z,1973,23,0
Google Drive SDK: Best practices,2013-07-02T18:47:35Z,2515,12,0
Maps Live: Visualizing Maps Engine Data on JavaScript Maps,2013-07-01T21:41:02Z,5415,29,1
"R 3.3 - Access or Create Columns in Data Frames, or Simplify a Data Frame using aggregate()",2013-07-01T19:14:12Z,46227,98,5
R 1.1 - Initial Setup and Navigation,2013-07-01T18:33:00Z,161666,453,20
R 1.2 - Calculations and Variables,2013-07-01T18:30:27Z,67326,116,1
R 1.3 - Create and Work With Vectors,2013-07-01T18:27:18Z,90291,242,10
R 1.4 - Character and Boolean Vectors,2013-07-01T18:25:57Z,46278,93,8
R 1.5 - Vector Arithmetic,2013-07-01T18:24:34Z,43563,122,2
R 1.6 - Building and Subsetting Matrices,2013-07-01T18:22:04Z,41054,118,9
R 1.7 - Section 1 Review and Help Files,2013-07-01T18:15:39Z,25192,76,4
R 2.1 - Loading Data and Working With Data Frames,2013-07-01T18:14:21Z,94155,252,32
"R 2.2 - Loading Data, Object Summaries, and Dates",2013-07-01T18:13:33Z,30164,78,9
"R 2.3 - if() Statements, Logical Operators, and the which() Function",2013-07-01T18:12:42Z,110268,212,8
R 2.4 - for() Loops and Handling Missing Observations,2013-07-01T18:11:31Z,53122,123,12
R 2.5 - Lists,2013-07-01T18:10:46Z,19653,54,5
R 3.1 - Managing the Workspace and Variable Casting,2013-07-01T18:09:32Z,17579,36,3
R 3.2 - The apply() Family of Functions,2013-07-01T18:08:24Z,53734,233,13
R 4.1 - Basic Structure of a Function,2013-07-01T18:06:41Z,30705,54,3
R 4.2 - Returning a List and Providing Default Arguments,2013-07-01T18:05:57Z,15233,38,5
R 4.3 - Add a Warning or Stop the Function Execution,2013-07-01T18:04:55Z,21433,59,4
R 4.4 - Passing Additional Arguments Using an Ellipsis,2013-07-01T18:01:46Z,18965,82,4
R 4.5 - Make a Returned Result Invisible and Build Recursive Functions,2013-07-01T18:00:17Z,21253,36,8
R 4.6 - Custom Functions With apply(),2013-07-01T17:57:22Z,22733,67,7
Importing YouTube API Java samples into Eclipse IDE,2013-07-01T16:48:51Z,38919,125,11
Running the YouTube API Java samples from the command line,2013-07-01T16:48:47Z,36261,143,17
